ID,MntWines,MntMeatProducts,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Education,Average Income binned
7861,820,242,8,3,6,Master,High
4837,753,226,8,5,13,PhD,More average
9423,13,17,2,0,4,Master,Less average
4198,9,3,0,0,3,Graduation,Less average
153,19,6,1,0,3,Graduation,Low
9323,520,223,10,5,7,Master,Less average
10001,5,17,2,1,3,2n Cycle,Low
3945,618,215,11,8,4,PhD,More average
3799,315,322,7,2,11,Graduation,More average
8625,15,23,3,0,3,Graduation,Low
3491,384,364,11,6,8,Graduation,More average
983,110,92,6,2,3,Graduation,Less average
9119,208,76,3,3,7,Graduation,More average
4786,555,257,10,3,12,Graduation,High
5872,240,216,4,4,10,Graduation,More average
6568,11,36,2,0,3,Graduation,Less average
5628,848,323,10,3,10,Graduation,More average
5631,202,197,5,4,8,Graduation,Less average
4974,433,650,4,6,9,Graduation,High
8416,6,15,2,0,3,Graduation,Less average
5454,37,7,2,0,3,Master,Less average
4095,167,64,4,3,6,Graduation,Less average
5474,45,99,4,1,4,Graduation,Less average
4268,129,21,3,1,4,Graduation,More average
10701,713,264,7,8,12,Graduation,More average
3507,676,426,2,5,5,Graduation,High
2079,450,535,5,6,10,2n Cycle,High
626,22,12,1,0,3,Graduation,Less average
4426,367,51,7,2,6,Graduation,More average
2591,526,214,6,3,4,Graduation,High
10509,51,16,3,0,3,Master,Less average
6382,25,11,1,0,3,Graduation,Less average
6673,28,27,3,0,3,Graduation,Low
7441,958,447,2,10,12,Graduation,More average
1071,532,168,7,3,13,PhD,More average
10061,724,143,9,2,12,Graduation,More average
7187,375,48,4,10,4,Master,More average
8775,39,56,3,1,3,Graduation,Less average
1612,23,15,3,0,3,PhD,More average
2345,587,348,4,4,8,PhD,More average
322,29,11,2,0,3,Graduation,Less average
10897,757,217,9,6,12,Graduation,More average
123,544,133,4,5,4,Graduation,More average
6103,40,15,2,1,3,Graduation,Less average
7899,1245,332,4,7,4,PhD,High
10500,19,20,3,0,4,Graduation,Less average
1655,16,15,1,0,3,Graduation,Less average
2406,376,94,6,2,8,Graduation,More average
2712,184,178,6,3,10,Graduation,More average
5517,15,11,1,1,2,Graduation,Low
10643,124,267,5,2,11,PhD,Less average
2254,627,414,9,6,5,Graduation,More average
10281,180,241,5,5,7,Graduation,More average
6958,14,4,1,1,2,Master,Less average
954,3,24,2,1,3,Basic,Low
5079,71,16,2,1,3,Graduation,More average
10339,161,22,4,1,4,Master,More average
4643,8,46,3,0,4,Graduation,Less average
3117,264,21,6,1,5,Graduation,More average
6497,293,23,6,2,5,Graduation,More average
5396,758,385,9,7,13,Graduation,More average
5250,532,490,5,5,11,Master,More average
1052,656,161,8,9,7,Graduation,More average
2802,196,607,4,6,7,2n Cycle,High
6343,835,380,6,9,7,Graduation,High
6507,16,15,1,1,4,Graduation,Less average
7901,9,5,0,0,3,Master,Less average
4865,229,140,5,1,8,Master,More average
2686,0,4,1,0,2,Basic,Low
3107,121,124,4,1,7,Graduation,More average
7734,471,125,4,10,7,Graduation,High
1146,520,223,10,5,7,Master,Less average
11031,26,10,1,0,3,PhD,Less average
7428,240,445,3,7,8,Graduation,High
975,178,26,4,1,5,Graduation,More average
1103,1486,278,4,4,10,Master,High
3422,1115,128,2,3,4,Graduation,High
1055,29,8,1,0,3,Master,More average
6544,529,356,6,7,11,PhD,More average
1241,13,8,1,0,3,2n Cycle,Low
2909,934,230,8,4,6,PhD,High
5802,2,11,2,0,4,Basic,Low
1407,4,5,2,0,3,Basic,Low
6183,62,44,2,1,4,Master,More average
340,158,179,7,2,8,Graduation,More average
5991,173,39,5,1,4,Master,Less average
3104,830,968,5,3,12,Graduation,High
9729,189,253,8,2,7,Graduation,More average
1008,728,133,7,3,13,PhD,Less average
11091,7,9,1,0,3,Graduation,Less average
3969,35,17,2,2,2,Master,Less average
1916,188,180,7,1,6,Master,Less average
9907,742,152,6,8,10,Master,More average
87,0,5,2,0,3,2n Cycle,Less average
8659,750,174,6,8,11,PhD,More average
6262,816,450,3,10,8,Master,More average
6147,5,8,0,1,2,Graduation,Low
8832,37,56,3,0,4,Master,Less average
10067,4,4,1,0,2,2n Cycle,Low
7532,99,11,3,0,4,Graduation,Less average
4915,176,98,5,2,12,2n Cycle,More average
2115,54,10,1,0,4,Graduation,Less average
2088,997,414,5,6,12,Graduation,High
2493,356,107,7,1,8,Graduation,More average
6292,1311,359,4,3,10,PhD,High
1631,890,292,8,4,7,PhD,More average
10104,4,2,1,0,2,Graduation,Less average
3006,17,14,1,0,3,Graduation,Less average
3919,960,883,5,6,8,Master,More average
642,1,2,2,1,2,Basic,Low
4369,240,500,3,5,6,Master,More average
10127,301,61,8,2,4,Graduation,More average
271,154,50,3,4,3,Graduation,Less average
4973,2,6,1,1,2,Graduation,Low
2948,104,48,2,2,5,Master,More average
2715,70,37,3,2,2,Master,Less average
10432,2,9,1,0,3,Graduation,Low
9216,23,11,2,0,3,Graduation,Less average
7124,43,12,2,1,4,Graduation,Less average
9727,4,11,2,0,4,Graduation,Low
5136,654,92,9,4,8,Graduation,More average
9790,912,170,11,3,4,Graduation,High
1818,25,8,2,0,2,PhD,Less average
1100,24,22,3,1,3,Master,Less average
7873,141,114,4,1,7,PhD,More average
10609,71,13,1,1,4,PhD,Less average
6950,35,16,2,0,3,Master,Less average
7233,496,849,5,3,6,Graduation,More average
9481,9,11,3,1,3,Graduation,Low
7699,154,50,3,4,3,Graduation,Less average
2711,9,5,1,0,3,Master,Less average
8933,26,23,2,0,4,2n Cycle,Less average
8726,77,44,3,1,4,2n Cycle,Less average
1515,11,7,1,0,3,Master,Less average
5186,576,115,7,4,9,PhD,More average
10157,89,89,4,1,6,Graduation,More average
5667,1013,399,9,10,4,PhD,More average
902,224,48,6,2,4,Graduation,More average
977,200,111,5,1,8,Graduation,Less average
7313,570,614,6,5,11,2n Cycle,High
7600,1,3,1,0,3,Basic,Low
9706,62,20,2,1,3,PhD,Less average
2429,531,300,5,4,8,Graduation,More average
3520,162,818,4,3,7,Master,High
10394,675,133,4,8,5,Graduation,High
4548,23,10,1,0,3,Graduation,Less average
9362,492,32,9,1,7,Graduation,More average
3968,918,129,11,3,12,2n Cycle,More average
4084,224,155,6,4,11,Graduation,More average
6721,572,286,6,3,5,Graduation,More average
2829,626,70,9,3,8,Graduation,More average
1772,1074,518,5,6,7,PhD,High
1544,741,689,4,2,10,Master,High
492,322,50,7,1,6,PhD,Less average
4377,254,44,7,3,3,Graduation,More average
4541,116,82,3,1,6,Graduation,Less average
1321,22,18,3,0,3,Graduation,Less average
8858,516,21,8,2,7,PhD,Less average
3266,14,11,1,1,4,Graduation,Less average
11187,2,10,2,1,3,Basic,Less average
8207,28,9,1,0,3,2n Cycle,More average
9723,530,217,7,4,13,Graduation,More average
2666,519,167,8,3,11,Master,High
5721,611,749,7,10,6,PhD,High
10652,240,500,3,5,6,Master,More average
1646,4,12,1,1,3,Basic,Low
4418,671,655,7,5,12,Master,High
2656,23,7,1,1,2,Graduation,Less average
7990,9,2,0,0,3,Graduation,Less average
8722,556,845,7,7,10,2n Cycle,High
7118,833,363,9,5,6,Graduation,More average
2980,12,13,3,0,3,Master,Low
1839,56,48,3,0,4,Graduation,Less average
10722,293,124,6,6,3,Graduation,More average
2632,297,38,5,4,4,Graduation,More average
9014,39,16,3,0,3,Graduation,Less average
7620,5,16,2,2,2,Basic,Low
10968,266,300,8,8,6,Graduation,More average
11133,322,50,7,1,6,PhD,Less average
2736,366,156,5,5,11,Graduation,More average
1876,32,8,1,0,4,Graduation,Low
5959,158,23,3,1,5,Graduation,Less average
1092,269,495,9,3,4,Graduation,More average
4333,41,10,2,1,3,Graduation,Less average
3850,3,3,1,0,3,Basic,Low
6168,33,5,1,1,2,Graduation,Less average
607,302,131,8,1,7,2n Cycle,Less average
10469,519,860,6,2,9,Graduation,High
6983,23,17,2,0,3,Master,Less average
3661,594,631,4,6,8,2n Cycle,High
9303,12,7,1,0,0,Graduation,Low
692,4,5,1,0,2,Graduation,Less average
736,18,19,2,0,3,Graduation,Less average
9589,332,377,4,6,7,PhD,High
4838,5,8,1,0,2,Graduation,Low
9246,171,129,6,1,6,Master,Less average
6261,270,88,3,2,10,Graduation,More average
7366,712,538,3,6,11,Master,High
10659,2,11,3,2,2,2n Cycle,Low
1448,21,12,2,0,4,Master,Less average
4286,580,58,7,6,6,PhD,More average
4749,368,68,8,2,6,Graduation,More average
4478,457,106,11,1,6,Graduation,More average
4201,229,137,4,2,8,Graduation,More average
8720,32,1607,0,0,1,2n Cycle,More average
10084,3,8,2,1,2,Graduation,Low
7004,24,26,3,1,2,Graduation,Low
9817,853,143,9,4,12,Master,Less average
8080,5,6,0,0,3,Graduation,Less average
8372,3,7,1,0,2,Graduation,Less average
10870,709,182,9,3,4,Graduation,More average
4001,406,30,8,2,5,PhD,More average
7270,908,217,2,3,13,Graduation,More average
8235,428,214,6,5,10,Master,More average
9405,84,61,3,1,4,PhD,More average
